13/may/2022 08:13:48 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LUPO], valorSolicitud: [LUPOS], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [NGOM], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CHRISTODIA DUAH], valorSolicitud: [CHRISTODIA], esAproximadaCadena: true
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SAMFORD], valorSolicitud: [DUAH], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SAMFORD], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [VICTORIA], valorSolicitud: [MARIA VICTORIA], esAproximadaCadena: true
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BEN LHADJ EL BOUHALI], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BEN LHADJ EL BOUHALI], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [DE SOUZA], valorSolicitud: [MOREIRA], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M.FELISA], valorSolicitud: [MARIA FELISA], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CABRAL], valorSolicitud: [FRANCO], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BORDONS], valorSolicitud: [DE BORDONS], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [KALLMYER], valorSolicitud: [KALLMEYER], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [PATANZA], valorSolicitud: [PATAZCA], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SAJID], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MERCEDES D. J.], valorSolicitud: [MERCEDES DOLORE], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MEMBREÑO], valorSolicitud: [MEMBREÑO MARTINEZ], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARTINEZ], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BIGATTI], valorSolicitud: [ELENA], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M CONCEPCION], valorSolicitud: [MARIA CONCEPCION], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [CHAAER], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ECHAVE], valorSolicitud: [ETXABE], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BEREINCUA], valorSolicitud: [BEREINKUA], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BARRAKI], esAproximadaCadena: false
13/may/2022 08:13:49 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [NIEVES], valorSolicitud: [MARIA NIEVES], esAproximadaCadena: true
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [OUSNANE ALPHA], valorSolicitud: [OUSMANE ALPHA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BLASKINA], valorSolicitud: [VLASKINA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ADRIAN], valorSolicitud: [SEBASTIAN], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JUDIT], valorSolicitud: [MARIA JUDIT], esAproximadaCadena: true
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [MBAYE], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [MANSOURI], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARIA CRUZ], valorSolicitud: [MARIA CRUZ VISITACION], esAproximadaCadena: true
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CAROLINA V], valorSolicitud: [CAROLINA VERONICA], esAproximadaCadena: true
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SIDIBE], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BARRANTE], valorSolicitud: [BARRANTES], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [HOLLMAN], valorSolicitud: [HOLLMANN], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ROMERO], valorSolicitud: [ROMERO AVILA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SIDIBE], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [AL FARHAOUI], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [AVILA], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [RINCON CERON], valorSolicitud: [RINCON], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [CERON], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [TREICA], valorSolicitud: [DUMITRU], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ARICA], valorSolicitud: [ARICA ALZAMORA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ALZAMORA], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [VALERIA], valorSolicitud: [JEREMY ALEJANDRO], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CORTES], valorSolicitud: [VALENCIA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M VICTORIA], valorSolicitud: [MARIA VICTORIA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FATIMA], valorSolicitud: [RAMEEN], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [RAMEEN], valorSolicitud: [FATIMA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ALDACO], valorSolicitud: [ALDAKO], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SARAMDESES], valorSolicitud: [SARANDESES], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JOANA], valorSolicitud: [JANI], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [STELLA MARIA], valorSolicitud: [MARIA STELLA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SANCHEZ], valorSolicitud: [SANCHEZ-ROSELLY], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CULIA?EZ], valorSolicitud: [CULIANEZ], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MAMODOU], valorSolicitud: [MAMADOU], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [KUHNARENKO], valorSolicitud: [KUSHNARENKO], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [OLABARRIA], valorSolicitud: [OLAVARRIA], esAproximadaCadena: false
13/may/2022 08:13:50 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARTINEZ], valorSolicitud: [SOTELO], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MIRYAM], valorSolicitud: [MIRYAN], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [---], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [HADLA], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CINTOS], valorSolicitud: [CINTO], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BA?OS], valorSolicitud: [BAÑOS], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARIA ANGELES], valorSolicitud: [MARIA DE LOS ANGELES], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LOURDES], valorSolicitud: [MARIA LOURDES], esAproximadaCadena: true
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BADRADDINE], valorSolicitud: [BADREDDINE], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [DAHMAN], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [CHARKAOUI], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ISABEL], valorSolicitud: [MARIA ISABEL], esAproximadaCadena: true
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LAEIR], valorSolicitud: [LATIR], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [INES], valorSolicitud: [HUGO], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [O?ATE], valorSolicitud: [OÑATE], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ARACEY ARAMI], valorSolicitud: [ARACELY ARAMI], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SCHEVCHUK], valorSolicitud: [SHEVCHUK], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BECERRA], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARONA], valorSolicitud: [MAROUNA], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ORDOÑEZ], valorSolicitud: [ORDOÑE], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BOUCHRA], valorSolicitud: [BOUCHRA EP JEBARE], esAproximadaCadena: true
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SERROUKM], valorSolicitud: [SERROUKH], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BORS], valorSolicitud: [BASARAB], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BAGOME], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ORDOÑE], valorSolicitud: [ORDOÑEZ], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [DE HOYO], valorSolicitud: [DEL HOYO], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BUTSCHER], valorSolicitud: [TELEANU], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MERDEDES], valorSolicitud: [MERCEDES], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [DESSREE MILAGROS], valorSolicitud: [DESSIREE MILAGROS], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BEN M BARECK], valorSolicitud: [BEN M'BARECK], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IMAÑA], valorSolicitud: [UMAÑA], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [PANFILII], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [X], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [HANA], valorSolicitud: [HANNA], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [NEYSAN ADONIS], valorSolicitud: [NEYZAN ADONIS], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [EL AHWI], valorSolicitud: [ELAHOUEL], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IÑAKI], valorSolicitud: [JOSE IGNACIO], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [DIAZ], valorSolicitud: [DIAZ GARCIA], esAproximadaCadena: false
13/may/2022 08:13:51 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GARCIA], valorSolicitud: [], esAproximadaCadena: false
